X17753;X17754;X17755;X17756;X17757;X17758;X17760;X17761;X17762;X17763;X17764;X17765;X17766;X17767;X17768;X17769;X17770;X17771;X17772;X17773;X17774;X17775;X17776;X17777;X17778
ACOX3;0.626475;7.439058;5.998312;5.380265;8.663734;6.055347;4.170828;8.952701;4.298095;4.941533;6.637411;6.015197;1.638626;1.150729;8.285106;1.518725;1.610444;9.279366;0.902014;9.396816;9.227327;9.444687;1.434382;0.743697;8.833745
ACOXL;0.910205;9.691685;7.852762;7.202187;7.328844;8.063525;7.180261;8.269511;8.173104;6.798595;1.034699;9.084194;0.133045;1.406626;1.315334;1.445951;1.285422;0.119316;1.179791;1.157882;1.282139;1.284546;1.219006;1.181787;1.113091
ACP2;7.803641;7.852629;7.089384;4.879137;9.002296;7.022046;0.445629;5.108491;5.210753;3.255751;1.198285;7.589902;1.062754;0;7.819017;9.379739;1.274757;6.585352;1.692331;1.280962;9.123702;1.499792;1.069836;6.964272;7.267892
ACP5;2.657019;2.655277;1.013319;0.186438;5.540858;3.518389;1.988448;1.710476;1.391685;0.158075;5.922196;5.322473;6.403128;8.619063;5.752056;2.697373;1.063574;5.889923;1.165785;4.543427;2.045419;1.822768;9.746003;3.703034;5.308821
ACPL2;5.951291;5.486187;3.919921;4.656627;6.179749;5.809756;4.257836;4.427107;2.091299;3.570677;6.899598;7.964639;5.014831;1.098031;4.556008;4.070824;1.319521;3.923914;5.940612;4.870002;6.740151;9.332058;7.371248;5.468857;4.908652
ACPT;2.986581;2.903849;2.850351;2.855544;2.483925;2.732635;2.311932;2.964839;2.544433;0;2.918155;3.166982;5.263303;5.020299;3.933135;4.816486;4.150345;3.298663;3.734734;3.861339;3.581586;3.282144;3.995809;3.661473;2.726359
ACR;1.287048;1.184014;0;1.112711;1.050298;1.249325;8.982943;1.097591;1.117604;9.992891;1.122548;1.259351;2.050374;2.571837;1.933142;0.225629;2.390285;1.745322;2.189003;2.015058;0.188653;2.048188;2.383223;1.987973;1.577808
ACRV1;9.477623;1.049656;1.054706;8.741779;1.092581;0.101874;8.867757;9.743139;9.226003;8.745373;9.641544;2.479873;1.731545;1.955546;1.626553;2.062159;1.830254;1.619398;2.179201;1.900796;1.486636;1.584601;1.555583;0.129925;1.202385
ACSBG1;1.302592;1.421686;1.289506;1.244557;1.555537;1.466394;1.015006;1.301248;1.084504;9.626493;0.120551;1.482615;2.264141;0.257601;1.918769;3.081577;2.527747;1.979019;2.064412;2.289308;1.816799;2.344954;2.397007;1.737428;1.705884
ACSBG2;9.475877;9.494443;8.918215;8.709364;8.802308;9.889605;8.259676;8.632229;7.652058;9.458874;0.102687;9.266353;1.537511;1.741826;1.566125;1.646301;1.700001;1.458095;1.491712;1.515306;1.323869;1.364163;1.390963;1.245366;1.384443
ACSL1;0.383929;3.868785;4.907899;2.931646;2.385639;2.625319;2.854623;4.287874;1.385709;1.294621;3.812734;2.794977;4.626568;9.229321;3.911184;1.106203;1.244704;1.416009;0.891883;1.799008;7.428132;7.061733;1.211164;3.600336;1.183177
ACSL3;2.900045;1.824402;1.923707;2.027731;2.003001;2.437004;1.971943;3.335857;2.845539;2.088857;2.402712;3.196638;3.825222;3.480999;1.991086;2.451106;4.111399;2.159954;3.295973;3.118722;2.732925;3.112808;3.932146;1.938816;3.022213
ACSL4;1.111212;9.770697;1.294872;8.137755;1.258835;1.203024;8.159978;1.254043;0.102174;0.822906;1.116093;1.223462;1.709126;2.057778;1.676322;1.763397;1.945379;2.007148;1.691461;2.029978;1.942205;1.901277;1.698164;1.460382;0.139375
ACSL6;9.286891;1.030304;1.004398;8.316578;8.547775;0.860476;8.060329;8.675942;9.644791;7.951569;8.590415;1.027563;1.340063;1.626067;1.400038;1.559536;1.575782;1.345932;0.150538;1.477261;1.281833;1.236266;1.340965;1.289378;1.071275
ACSM3;2.051714;3.004435;4.347982;1.589658;1.726027;1.915123;1.290312;2.206325;1.275304;0.111122;1.447186;2.204296;4.781312;6.246157;2.713351;1.726523;6.239548;1.340815;3.834537;5.483679;2.453952;0.291187;5.065767;4.427788;6.157745
ACSS1;0.804296;9.243052;7.758878;7.499875;1.646191;6.366308;9.731859;0.966613;1.016997;5.609803;4.654064;4.475908;2.609398;1.335742;1.196894;1.001258;2.478819;5.331618;4.586631;9.366088;6.290644;7.057347;0.717286;1.253666;9.952544
ACSS2;7.540416;9.614808;6.520782;0;0;7.853268;2.401485;0;7.756238;0;3.260251;4.468685;0;0;0;3.977253;0;0;9.759068;0;7.798111;0;0;6.756484;0
ACTA1;1.094564;1.120232;1.225479;0.121408;1.103185;8.668134;8.758993;1.173354;1.054059;9.687839;8.811728;1.172892;1.663085;1.818876;0.143676;7.075341;1.785463;2.385199;1.496656;1.405185;0.166487;1.582492;0;1.179197;1.175563
ACTC;1.177394;1.122285;1.450118;1.242096;1.200479;9.876107;1.999385;8.066468;1.008676;7.928473;0.092603;3.852149;1.626986;3.435388;1.195656;0;2.135533;4.958866;1.753188;1.769235;1.194541;2.401977;1.236495;0.137146;1.109139
ACTG2;9.333384;5.424474;5.652928;0;0;8.766151;0;7.595918;7.418495;2.741983;1.057419;0;0;0;3.609977;0;0;0;8.331772;9.728777;9.597984;0;3.391294;0;6.462869
ACTL6A;2.093411;1.672082;1.351509;1.828408;1.744183;2.819052;1.182431;2.184049;1.078653;7.778941;1.427251;1.682941;2.806874;3.068341;1.424743;8.335053;3.305997;6.966222;2.368705;2.583719;2.530558;2.265813;3.128438;1.549293;3.040194
ACTL6B;9.536917;9.265269;1.007463;8.350894;9.274284;9.264862;6.217429;8.354612;9.173044;7.606183;8.061988;9.910026;1.616786;1.607506;1.433827;1.736643;1.731069;1.256939;1.400746;1.434136;1.294469;1.431119;1.336709;0;1.086131
ACTL7A;8.501601;9.848883;8.486459;7.634302;7.917442;8.572381;6.774186;8.198158;7.699285;7.271072;7.842287;7.897167;1.377872;1.400974;1.148146;1.486668;1.288751;1.201829;1.304963;1.194354;1.019038;1.312318;1.196528;1.201349;9.292542
ACTL7B;0.173962;1.328988;1.128454;1.320424;1.288376;1.319884;9.675715;1.319583;8.853961;9.496674;0.138845;1.211466;2.432209;2.671973;1.816003;0.193511;2.495934;2.166701;2.803246;2.643772;0.244818;1.719675;3.135594;2.147455;2.148717
ACTN1;6.762911;5.552804;4.562401;7.014374;5.763662;0;5.059538;3.786672;5.945687;2.647564;5.060217;0;3.924236;0;4.536346;0;0;0;9.231808;7.322929;5.447419;9.629855;4.821688;4.506404;7.672788
ACTN2;1.816427;1.850007;1.878471;1.591721;1.610537;1.793507;1.199251;1.748072;1.390056;1.202605;1.462817;1.802824;0.446479;3.868343;3.514846;0.382951;4.526676;2.996946;3.578002;3.848877;2.752753;3.968365;3.390121;2.640464;2.965711
ACTN3;1.051681;9.314762;1.079529;1.105639;9.226011;9.409374;8.023358;9.303354;8.779385;0.849033;9.181963;1.027948;1.406482;1.560533;1.336124;1.698048;1.663893;1.229108;1.387508;1.387757;1.326854;1.258794;1.358391;1.194124;1.121986
ACTN4;6.118131;5.694715;3.733331;4.564068;7.203188;4.868474;2.897478;4.880602;2.590782;4.618953;4.238775;8.218618;4.853104;5.538186;4.153833;4.302087;6.188524;3.156789;3.242988;3.203188;3.969728;4.484228;4.174076;3.341257;1.344592
ACTR1A;1.301758;1.799966;1.638301;1.384371;1.839286;2.494784;1.049388;1.910961;1.868036;1.139659;1.925993;1.980042;3.310497;5.587769;2.398817;4.270385;4.384697;3.552769;4.479741;3.672097;3.565919;4.088094;4.590775;0;5.015688
ACTR1B;1.209164;1.352453;1.000368;8.122947;0;1.374065;7.511376;1.432047;1.137137;7.725414;1.018266;1.826985;0;2.700533;0;1.932529;0;1.466559;1.479479;1.652534;1.581416;0;1.947829;1.257959;1.098143
ACTR2;0;9.638517;0;7.787031;0;0;4.577753;0;7.257284;5.579851;8.347165;0;9.347139;0;8.850087;7.607853;0;5.649463;8.524514;0;0;0;0;7.298941;0
ACTR3;0;1.647133;1.521827;1.630387;1.345775;1.309194;5.262576;1.486275;0.589692;6.209192;1.065563;1.152892;0;1.856542;1.761604;1.390876;1.651846;0;1.912735;2.791152;1.867865;2.152738;2.699553;1.613167;2.274889
ACTR3B;9.776438;9.519924;9.690639;8.512424;9.613573;9.320331;7.640212;9.702836;0.773702;8.156048;7.948386;1.063381;1.730169;1.688073;1.542643;1.795665;1.785404;1.354685;1.550281;1.516143;1.378498;1.428686;1.563263;1.419517;1.365211
ACTR5;8.370435;4.155689;5.452285;4.092567;9.407056;6.054276;3.212691;5.996063;4.763931;5.898358;3.917309;6.198879;1.648594;1.021584;0;6.220591;2.391813;0.470895;1.032478;8.878852;8.140234;1.572436;7.902307;6.482667;8.677883
ACTR6;1.422441;1.452048;9.577089;0;1.064636;1.419698;5.998223;1.604091;5.949736;5.563316;2.080636;1.890985;2.007964;2.040403;1.645502;1.516583;2.440641;1.087582;1.655506;2.404034;2.802988;2.326264;2.900458;1.069309;3.019108
ACTRT1;1.853347;0.211302;1.893578;0.151449;1.404218;2.328934;1.401447;1.816169;0.153079;1.538529;1.393894;1.747448;3.896929;3.369385;4.147344;2.961838;3.385625;2.349195;0.256362;0.285929;2.596682;2.251151;3.552645;0;2.588177
ACVR1;0;1.703952;1.884295;1.265627;1.901911;1.669133;9.457316;1.411012;1.190096;6.586753;1.365747;2.685577;2.277079;3.238149;0;0;3.765723;3.392925;3.686347;2.843955;3.058598;3.423173;1.772708;1.417083;3.842979
ACVR1B;2.020276;2.890386;1.727211;3.260069;0;2.505232;1.656071;2.266226;2.439696;1.927311;0;5.517674;5.461422;4.395593;3.871083;1.642083;4.274807;1.420822;2.412953;4.458495;4.981163;4.913226;0;3.345919;6.276016
ACVR1C;9.239609;1.138671;9.469242;9.071612;1.026797;8.244967;7.434721;1.037749;9.876485;7.616855;8.917592;8.556701;1.854196;0.170399;1.582276;1.628259;2.222755;1.312409;1.548488;1.613375;0.165699;1.569297;1.752454;1.675293;1.739997
ACVR2A;4.265273;0.527448;4.603274;8.989861;7.766829;4.617513;4.313441;4.425892;3.193498;3.068198;3.245459;4.683049;6.319564;6.786639;0.681159;7.883891;6.840003;5.039898;6.177552;6.658738;4.926953;9.383996;4.999152;5.698934;6.219175
ACVR2B;9.319682;1.201395;1.025019;0.893027;0.142451;0.093077;9.090233;9.820829;9.935448;7.876102;8.795313;1.118867;1.883004;2.184844;1.503109;0.214742;2.536766;1.568111;2.048813;1.778083;1.654615;2.365307;1.579395;1.558622;1.391952
ACVRL1;2.513258;0;5.196205;2.264313;3.279032;3.038579;1.876475;3.003459;1.596547;2.075698;1.900197;2.690958;6.792802;0.501797;4.759682;4.143396;4.935648;4.941918;3.474193;0.662515;3.466725;4.136759;3.625615;5.840781;3.121256
ACY1;2.190091;2.647639;2.103223;6.494374;3.286239;3.475061;1.144945;4.718382;1.517051;1.348144;1.615351;2.603953;2.403847;2.908822;1.312371;7.476259;2.951199;5.665032;0;3.626841;3.155368;1.651776;6.164919;2.163583;1.869998
ACY3;1.402272;3.104088;1.903212;2.934511;2.953992;1.861938;0.905912;6.033694;7.029066;1.291352;1.942003;1.465072;3.560599;4.564434;1.983031;1.526298;1.870347;1.254572;1.437751;2.844523;1.676824;1.294219;4.160562;0.188293;1.551381
ACYP1;0.180801;2.030034;1.505264;1.857069;2.014734;1.778341;1.482297;2.040805;1.520433;1.294635;1.735553;2.023378;3.541432;4.268775;2.993251;3.010071;5.678611;2.878721;4.339019;2.795452;3.341703;3.865387;4.316729;2.584895;3.468766
ACYP2;5.249564;5.718301;5.662207;4.665951;3.808199;7.115629;4.403171;8.641539;3.652983;3.122008;4.592744;7.124659;9.826558;0.868282;5.438918;8.900221;6.497031;5.953676;5.581432;8.147932;6.255406;6.398613;4.071817;4.161544;4.742323
ADAM10;1.060689;1.040395;1.088288;1.107025;1.111912;1.080851;8.307748;1.089434;1.074325;8.071759;1.101676;1.105226;1.687836;2.079527;1.405773;1.638706;1.986865;1.260924;2.207956;1.650049;1.795566;1.570793;1.710518;1.584989;1.295141
ADAM11;0.098481;0.859596;9.487716;9.076411;8.955008;8.969294;1.027046;8.136192;9.569124;7.894707;8.377425;1.021442;1.382572;1.737446;1.372261;1.793116;1.628578;1.370672;1.609849;1.331532;2.417482;1.386527;0.140769;1.216268;1.026327
ADAM12;1.169012;1.064841;1.208274;9.176009;1.191227;1.173629;8.518002;1.137248;0.910834;0.830707;1.018598;1.253965;1.597277;2.007283;0.164355;1.817552;2.212829;1.752963;1.665707;1.963939;1.507874;1.843116;1.492262;1.440535;1.318766
ADAM15;0;0;7.266491;5.938991;5.600669;8.247603;5.691372;0;0;5.338882;6.281219;7.049081;0;0;6.224696;9.615472;0;6.953737;7.671407;0;0;9.138771;0;6.561637;0
ADAM17;5.555883;5.077367;6.131106;4.213071;5.833252;4.697039;4.345147;3.944302;3.153454;2.980626;4.238794;5.831088;2.381576;1.453291;1.323431;3.007062;2.450119;1.588884;1.307973;1.781823;1.083942;1.786796;1.042858;1.061168;1.106616
ADAM18;9.704601;8.911364;8.865765;7.734232;8.582124;8.980772;6.810815;0.073701;8.041898;7.144312;7.199796;8.430559;1.186552;1.333618;1.148147;1.402464;1.450323;1.218338;1.241974;1.102522;1.145029;1.106337;1.186249;1.246041;9.982378
ADAM19;2.073107;1.747491;2.902587;3.584009;2.366236;4.685713;1.807679;1.468942;1.240547;2.798712;2.579898;6.776592;3.124848;0;2.371372;6.100947;0;4.823939;4.164214;3.920791;1.290926;2.772709;0;1.428266;2.678167
ADAM22;1.035491;1.049594;9.569338;8.360439;1.132125;1.086576;8.527402;1.129991;9.148108;8.164006;9.776496;9.564487;1.611697;1.697738;1.439757;1.734554;0.180325;1.401105;0;1.752012;1.357997;1.575954;1.678638;1.417688;0.128004
ADAM23;1.295993;1.468967;2.120267;1.238761;1.287864;1.142612;1.154916;1.119442;1.097846;1.079379;1.055798;2.114095;1.449715;3.363587;0.144044;3.821065;2.322636;2.834706;2.132976;1.501065;1.371512;3.078048;1.489214;1.294868;1.461621
ADAM29;1.028361;1.192579;1.085835;1.016329;1.166234;9.930392;8.424628;9.824832;1.041406;8.854206;1.026984;1.084797;0.190828;1.936439;1.677056;1.964036;1.849818;1.380088;1.700905;1.554139;1.510065;1.566261;0.149319;1.459657;1.183811
ADAM30;1.062134;0.101149;1.020481;8.558043;8.360638;8.465769;6.558038;8.318452;8.331945;8.236529;8.135502;8.716206;1.424386;0.161714;1.323164;1.523285;1.554621;0.140074;1.354477;1.293976;1.252271;1.264536;1.311274;1.277818;1.034168
ADAM33;0.155828;1.498114;1.403669;1.472748;1.251068;1.207273;1.236772;1.336715;1.266882;1.209472;0.149917;1.582182;1.994226;2.331224;2.052539;0.363737;2.082392;2.288829;0.186404;1.844955;1.932592;0;1.759108;0.183584;1.419678
ADAM8;3.854857;5.111803;3.883892;3.309554;2.211357;2.584756;2.705717;1.789103;1.537176;1.245395;0.653542;4.029546;2.424391;5.750345;3.124243;6.129314;3.582167;6.955804;8.629642;8.728325;4.703497;5.017773;2.497694;1.668879;2.517453
ADAMTS1;2.179564;2.722108;9.172987;3.610349;2.916781;3.213521;2.710818;2.410285;0;1.225799;2.599438;5.501802;5.242673;1.060734;3.244464;1.938822;1.048257;1.304045;4.325746;1.265599;1.075028;9.918636;4.393914;4.613183;5.048647
ADAMTS10;1.114184;9.975318;9.981056;1.056083;1.034696;9.811012;9.093266;1.040557;1.002277;8.657212;1.105673;1.099553;0.169129;2.078488;1.609526;1.788626;1.792202;1.471385;1.586281;1.688042;1.334633;1.460383;1.602652;1.367508;0.119491
ADAMTS13;1.353342;1.428694;1.383027;1.187216;0.123978;1.275017;9.792293;1.343718;1.229173;1.054146;1.290567;1.443694;2.418739;2.404641;2.058648;2.348548;2.478976;1.844154;2.149103;2.214452;1.885757;1.854956;1.966631;1.746991;1.671988
ADAMTS14;9.518839;9.199503;9.349723;7.454762;8.176691;9.498037;7.845342;8.103336;8.525375;7.418025;8.395432;8.631008;1.342362;1.736003;0.133007;1.471441;1.648589;1.178322;1.373657;1.366156;1.401217;1.296276;1.435017;1.212772;1.202477
ADAMTS15;1.251889;9.344585;1.018205;1.051041;1.014347;1.048439;8.762838;1.076842;1.003912;0.993205;1.199949;1.025937;1.513248;1.631302;1.354829;1.673403;1.895323;1.470723;1.577606;0;0.155513;1.452626;1.564474;1.301075;1.285264
ADAMTS17;1.154461;1.242046;1.178027;0.110393;1.119541;1.019706;8.158167;1.003365;1.144243;1.023889;1.319451;1.134848;2.373997;2.355567;1.727376;2.214195;2.217641;1.652734;2.133568;1.708102;1.793124;1.815877;1.904338;1.698875;1.414939
ADAMTS18;1.075825;1.116335;1.104421;9.588074;1.161168;9.430079;8.090083;9.688055;9.089291;0.752063;0.114126;1.111486;1.620976;1.983368;1.369792;0.185645;2.012018;1.668959;1.720355;1.625934;1.569654;1.625115;1.846387;1.469655;1.330638
ADAMTS19;1.274725;1.266093;1.339922;1.008029;1.182834;1.251773;1.014005;9.945155;9.895061;8.183315;1.163897;1.048302;1.626236;2.122666;1.795148;2.521388;2.007139;1.705582;1.614064;1.521879;1.547635;1.550598;2.057919;1.612623;1.136309
ADAMTS2;1.478053;0.158305;1.895881;1.515124;1.100681;1.592414;1.009589;1.013278;1.140042;9.464496;2.116283;1.554242;0.190867;3.502302;1.574856;2.959554;0;2.520382;3.733284;2.000999;1.684609;2.463399;1.814801;1.315486;1.504579
ADAMTS3;1.017465;8.802078;0.100252;0.825564;9.736909;9.344972;6.728722;8.807911;6.371643;7.715973;7.747741;8.689052;2.005726;1.776377;1.310257;1.992906;1.628226;1.549147;1.403251;1.708846;1.406175;1.338294;1.656343;0.135501;1.118744
ADAMTS4;1.140411;1.008475;1.082518;9.661218;1.261225;9.830534;8.042298;9.487038;9.427174;7.534487;1.035872;1.010392;0.134847;1.822197;1.446517;1.717126;1.395605;1.519009;1.447951;1.274471;1.247357;1.168814;1.302823;1.160693;1.058201
ADAMTS5;1.190786;0.159283;2.255231;1.678421;1.255612;1.725929;9.597565;1.277612;0;8.882121;0.156249;1.777714;1.987675;2.681626;1.679775;2.155826;2.767241;1.820294;2.582464;2.659451;0.176851;2.737099;1.513682;1.804942;1.779608
ADAMTS6;1.464753;1.326191;1.569037;1.612137;0.148446;1.175516;1.183891;1.255929;1.816847;9.469299;1.680216;2.830287;2.095008;3.079251;1.902409;3.342312;2.906548;2.449786;3.050877;2.146048;4.339555;2.811664;1.740947;1.720484;1.745917
ADAMTS7;1.029821;0.900858;1.414467;8.725446;0.106598;1.153722;7.719606;0.951826;0.969688;7.841685;1.041619;1.577937;1.469991;1.804436;1.298223;1.959701;2.151544;1.941775;1.591301;0.136499;1.370359;1.395975;1.427842;1.237352;1.054732
ADAMTS8;1.258444;1.194406;1.507629;1.022706;1.468198;1.230339;0.104189;1.448473;1.161323;8.227353;9.385228;9.497233;1.932477;3.094494;1.671329;1.533286;2.445254;2.191145;1.441992;1.795334;1.849404;1.879036;0.199401;1.687673;1.516286
ADAMTS9;3.141738;8.499077;1.320123;5.981628;6.020074;1.253594;3.541375;5.840052;4.571462;3.437645;2.811057;5.668062;6.734563;1.013451;5.249365;0;1.260092;1.846328;5.700981;0;6.110239;7.841138;0.561121;5.104165;4.500531
ADAMTSL1;1.361593;1.653843;1.168416;1.105645;1.372547;1.277863;1.045811;1.194641;1.174481;1.127833;1.391686;2.329363;2.519689;3.182224;1.980852;2.777083;2.324143;1.982715;2.109718;1.727772;1.924203;2.152072;2.196861;1.633583;1.863693
ADAMTSL2;6.617498;2.883717;3.492112;5.292252;9.825588;8.353455;5.004329;2.660948;0.259385;0.143922;3.878725;0;6.824608;9.392136;5.713043;5.106573;1.635326;5.185245;1.027171;3.585688;0.388076;1.552931;3.405884;3.135939;4.669883
ADAMTSL3;0.100305;1.136869;1.207473;1.103124;1.182838;1.166468;1.094012;1.264332;0.861497;8.035106;1.019945;1.503666;2.050056;2.983253;1.867822;4.442562;2.710703;0.291654;1.571127;1.693535;0.177151;2.547616;1.934503;1.973932;1.389585
ADAMTSL5;2.012797;1.897392;1.874625;1.491357;2.216604;1.728761;1.437645;2.924358;2.203096;1.631451;1.973675;1.947372;2.702231;2.944273;2.128841;2.043265;2.410682;1.746477;6.777136;2.158601;1.528737;1.980003;2.639127;2.024759;1.715824
ADAR;7.395785;0;3.948964;3.393069;4.396872;4.115006;2.115196;3.913346;2.433703;1.984809;6.474494;0;6.829315;0;6.428576;0;0;6.838432;9.295039;8.807563;0;9.968141;9.456013;5.188155;0
ADARB1;1.217376;1.385305;0.122016;1.123803;1.413555;1.230666;1.282147;1.205837;1.266408;1.015006;1.563138;1.948959;2.810158;2.372502;1.721457;2.414646;2.460232;2.158319;2.015463;1.888267;1.675926;2.060759;1.780968;1.557061;1.474803
ADARB2;1.175186;1.129222;1.232772;1.016457;1.052083;1.132298;7.972153;1.053597;1.084004;9.680879;1.062086;1.284059;1.681333;1.910016;1.614282;1.794942;0.215901;1.563806;1.638919;1.721221;1.732092;1.639486;1.571048;1.663372;1.438358
ADAT1;9.380007;8.036956;7.663882;7.919886;5.400378;8.343809;3.726271;1.010957;7.690571;4.691701;0.673873;0.907436;1.234936;1.023821;5.901537;7.930775;1.246075;0.611991;9.952534;9.231373;9.715829;9.856283;9.224269;5.038644;6.710331
ADC;1.394654;2.015082;2.497464;1.660293;1.432369;1.690156;0.170126;1.515762;1.442636;1.410084;3.162415;2.745979;0.219229;6.561447;1.867961;3.943142;3.535634;3.410986;3.698525;2.609814;2.040301;4.832228;2.362773;1.882175;2.109068
ADCK1;5.279575;5.067112;0.457181;5.636949;0.393663;3.832374;3.518466;1.066723;3.157719;3.393902;3.001328;7.772037;0.791882;7.661194;0.856621;5.843573;8.281414;0.338108;0.502628;5.118144;4.618137;6.310276;6.666754;4.318949;4.694555
ADCK2;2.050639;1.743919;0;2.180381;2.579898;1.623425;0.788843;3.143768;2.219173;1.407228;2.179855;1.915659;2.937315;3.880578;2.240759;1.321849;3.574719;1.055051;2.363508;2.117621;2.136041;2.933905;4.267601;1.850469;3.545179
ADCK4;2.225723;2.294443;2.521041;1.467682;2.705289;1.799304;1.363165;1.839603;1.404305;1.229808;1.633035;3.325297;3.808762;3.295092;2.691648;3.188483;4.007863;2.936252;0.265597;3.207364;3.160972;3.855906;3.216005;0.414065;2.362797
ADCY1;9.670747;1.418982;1.187802;1.168356;1.430934;1.180481;7.758595;0.208119;9.162359;7.844522;5.403044;1.987374;1.873112;2.325669;1.586574;1.922981;1.837091;0.135326;1.451583;1.448736;1.306715;1.767817;1.400471;0;1.219084
ADCY2;1.593543;1.556004;1.519688;1.392937;1.498143;1.666281;1.293479;1.336298;1.190409;1.446899;1.442135;1.476661;2.986767;3.173434;2.920938;2.968301;4.254187;3.273995;3.053038;2.977879;2.756259;3.206243;2.694622;2.235086;2.578835
ADCY3;4.934016;3.543211;6.036391;3.429379;7.477257;4.413827;1.724216;3.889665;3.472951;3.479514;5.242772;3.595023;9.920855;6.077932;6.687435;5.935096;0;0;4.034213;4.673374;0;8.887732;6.867765;0;9.192854
ADCY4;2.678871;3.588283;5.351541;3.578644;4.078115;0.395592;3.701777;6.366323;3.877357;0.160452;3.579733;9.511179;6.576276;1.454661;4.613282;1.417738;1.399252;1.579946;3.839785;9.237028;0.591084;1.021126;3.332553;3.300963;4.897399
ADCY5;0.097318;9.895813;9.710534;8.205028;8.279915;7.704541;8.876661;9.363888;7.641071;6.649377;8.153591;8.787109;1.184156;1.454716;1.194212;2.989624;1.571747;2.338787;1.290567;1.227952;0.114562;1.120399;1.193572;1.277941;0.948109
ADCY6;3.075611;5.229286;3.430829;2.539818;3.920428;3.492968;2.741444;6.816158;3.631797;2.697523;2.883578;3.953277;0.740744;7.531082;0.440213;5.199026;6.565417;3.889908;4.879092;5.869565;7.446875;6.954837;4.864743;0;3.971124
