CACO2	COLO201
B4GALT3	8.421318179	8.04587485
B4GALT4	8.858955213	7.151308586
B4GALT5	8.524326574	10.86973109
B4GALT6	6.668191796	5.217882035
B4GALT7	7.349438009	7.423153569
BAAT	4.963151212	5.452950932
BACE1	5.45856218	5.432423561
BACE2	4.653121732	9.002165068
BACH1	7.912576918	7.416806613
BACH2	3.296289646	4.408772714
BAD	7.485287333	7.383159074
BAG1	6.541549831	7.048599457
BAG2	8.660801002	7.939115567
BAG3	9.179199539	8.620306197
BAG4	5.325534526	4.350043226
BAHD1	7.043175153	6.958231663
BAIAP2	6.796541768	7.697701549
BAIAP3	6.286918895	6.376735488
BAK1	7.691120122	7.524171153
BAMBI	11.15626401	10.39001215
BANF1	9.405985105	9.463836915
BANK1	6.053306506	3.55001753
BANP	8.563635192	8.088984954
BAP1	6.458514178	5.909236762
BARD1	5.646255753	5.455332657
BARX2	5.596496465	6.817149892
BASP1	8.633565212	4.087525754
BATF	6.36111602	8.560531407
BATF2	5.861535194	5.244112086
BAX	6.919516934	7.896865987
BAZ1A	8.702266542	8.762261245
BAZ1B	9.017464921	9.122411575
BAZ2A	6.294426838	6.199200667
BAZ2B	8.359302151	8.002441786
BBC3	6.195678677	6.49981359
BBS1	7.778144261	7.888203378
BBS4	6.537994054	6.919072039
BBS5	3.589372306	3.737689014
BBS7	6.061157132	5.517581754
BBX	5.504937642	6.719797648
BCAM	7.147240397	5.734043855
BCAN	4.226296603	6.403662839
BCAP29	5.616093899	6.203073427
BCAP31	10.67998507	11.08105105
BCAR1	5.515380652	5.274453193
BCAR3	5.943856392	6.811591543
BCAS1	5.68119743	7.594001768
BCAS2	8.474163441	9.264277026
BCAS3	6.328445402	5.49248958
BCAS4	7.187273067	6.208740408
BCAT1	10.61419651	3.788211324
BCAT2	8.702750974	7.951913714
BCCIP	7.981864655	8.964610482
BCHE	3.253141431	3.529749392
BCKDHB	5.955956412	5.93954262
BCKDK	7.159752644	7.558740591
BCL10	3.619080836	3.575601028
BCL11A	3.632401024	7.756276167
BCL11B	3.976688477	8.656481227
BCL2	5.478552232	4.240249365
BCL2A1	3.631734827	3.482216809
BCL2L1	10.23882292	9.676494328
BCL2L10	5.078355527	3.944706791
BCL2L11	7.212375975	7.824153937
BCL2L12	7.943283027	7.674520707
BCL2L13	8.25747371	7.395535308
BCL2L14	5.714685684	5.160609996
BCL2L2	7.924981802	8.314492528
BCL3	7.390361277	6.709785514
BCL6	7.999925486	7.651843486
BCL7A	5.874373499	5.488963941
BCL7B	8.132687871	7.929898432
BCL7C	8.101670624	8.663299108
BCL9	5.173885961	5.558070009
BCL9L	7.967517534	6.589130041
BCLAF1	4.606361258	5.146503567
BCOR	5.367756409	5.985666764
BCORL1	5.647962238	5.596458722
BCR	8.263099022	7.994852147
BCS1L	8.785119673	8.584669565
BDKRB1	4.615311565	5.789347205
BDKRB2	4.871698441	7.300089619
BDNF	5.303783076	3.705375349
BECN1	7.855406067	8.242000859
BET1	8.369765392	8.45795506
BET1L	7.929920862	8.446310288
BEX2	8.232304464	4.505452705
BFAR	8.468352738	8.912572732
BFSP1	4.940613818	4.679405864
BGLAP	5.817643057	7.532555406
BGN	5.411572536	5.45794645
BHLHB9	5.623457127	5.812142003
BICD1	7.598945644	5.310332566
BICD2	5.682954023	6.008520765
BID	7.690002145	8.28401386
BIK	9.190211343	9.999115237
BIN1	9.873179037	9.885158717
BIN2	4.75299277	5.962011445
BIRC2	10.53577035	9.836815748
BIRC3	7.278762389	4.948392271
BIRC5	8.017161501	8.213838498
BIRC6	8.939480608	8.322872153
BIRC7	6.334237678	6.19813892
BIVM	7.795185091	8.398335699
BLCAP	9.458206949	9.237248165
BLM	8.063813988	8.777988006
BLMH	8.325705412	7.878453512
BLNK	3.68576334	3.817346565
BLOC1S1	8.178395202	9.344365158
BLOC1S2	10.31203491	10.05778407
BLOC1S3	6.824331699	7.224400725
BLVRA	9.74890565	7.039031493
BLZF1	7.128015724	6.578821408
BMF	6.945166101	5.900555759
BMP1	4.830025102	4.709792735
BMP2	9.063707123	3.919003167
BMP2K	6.843165922	6.852410892
BMP4	9.378584728	10.74862435
BMP6	5.54130969	4.882051037
BMP7	9.355305815	8.484443539
BMP8A	4.493542078	4.502881391
BMP8B	4.333572865	4.482550206
BMPER	3.278857001	3.289353693
BMPR1A	7.490730631	6.089268427
BMPR1B	8.025511978	3.741599005
BMPR2	7.71883949	8.026453498
BNC2	4.396172209	4.584751593
BNIP1	7.519137747	7.192857771
BNIP2	7.792648624	7.504811963
BNIP3	8.216354801	4.349011392
BNIP3L	8.244407479	8.724503179
BNIPL	4.301671212	4.177034287
BOC	5.131447076	5.101410007
BOK	7.686134546	6.870176537
BOLA1	7.454141038	7.408182842
BPGM	6.926801024	7.684156955
BRAF	5.202062814	5.251902791
BRAP	6.786315829	5.608936841
BRCA1	8.221012545	9.044976259
BRCA2	5.971888667	6.312288951
BRD1	8.757315127	8.41272646
BRD2	8.919905615	8.777655589
BRD3	8.46993392	8.845873321
BRD4	7.042364877	6.744984239
BRD7	6.100987093	5.062874139
BRD8	9.83027699	9.516438922
BRE	9.047211014	8.41619938
BRF1	6.759441848	6.550251737
BRF2	7.117260191	6.327724167
BRI3	9.750220846	9.623944483
BRI3BP	9.162240809	10.07508133
BRMS1	9.057129924	8.800433786
BRPF1	7.813218678	7.606302639
BRSK1	5.615804345	5.885458609
BRSK2	6.021460082	5.112985306
BRWD1	6.673143787	7.774107244
BRWD3	5.230369075	5.240142012
BSCL2	8.321826211	8.265922831
BSDC1	7.631033907	8.237276126
BSG	8.638285053	8.751989441
BSN	4.510799565	4.331107778
BST1	4.348175047	4.641255383
BST2	8.65435165	8.572648601
BTAF1	8.722938773	8.460340127
BTBD1	9.51094074	10.43457718
BTBD10	9.546656409	9.433555302
BTBD11	4.049423617	6.144139809
BTBD2	6.337980135	6.221651726
BTBD3	8.33888202	9.314847301
BTBD6	8.183597916	8.660528127
BTBD7	5.934689734	6.19583725
BTBD8	3.196307623	3.238866075
BTC	3.232356482	5.781026159
BTD	5.633445084	6.417041879
BTF3	12.3524899	12.26422757
BTG1	8.6279119	9.470957513
BTG2	6.937625569	6.23872102
BTG3	7.139270811	4.00138727
BTK	4.953456299	4.824770616
BTN1A1	5.554162598	4.533754323
BTN2A1	7.420804783	7.660277962
BTN2A2	6.639442724	7.099557891
BTN3A1	6.533278303	7.261537106
BTN3A2	6.255548629	6.880303807
BTN3A3	3.351170024	5.250158004
BTNL8	5.955626963	4.795183954
BTNL9	6.932848145	6.770525437
BTRC	7.094728294	6.716356158
BUB1	5.105871509	4.431949749
BUB1B	9.827451428	9.693487168
BUB3	10.44456645	10.58474259
BVES	6.0661537	4.219767867
BYSL	7.975326387	9.659369862
BZRAP1	4.891692155	5.38933264
BZW1	11.14319576	10.90429543
BZW2	11.65971132	10.29909976
C10orf10	6.280236889	4.360103787
C10orf107	3.285542927	3.270453284
C10orf11	6.832767045	5.692139739
C10orf12	7.735150502	7.970917144
C10orf32	8.665227738	9.108269601
C10orf35	7.227193324	7.456314275
C10orf82	4.757966229	5.054727317
C10orf88	6.7678988	6.860674222
C10orf91	3.738765286	3.902896827
C10orf95	5.705151385	5.728757147
C10orf99	3.644150873	4.044789083
C11orf1	9.416860206	8.746922907
C11orf16	5.770634869	5.944851534
C11orf24	9.277291674	8.999200148
C11orf30	6.300328104	5.713873558
C11orf45	4.078026487	4.012869389
C11orf49	8.28079904	9.575026527
C11orf54	7.270432673	8.571291775
C12orf4	7.564221838	6.191858591
C12orf43	7.923855237	7.583457106
C12orf49	7.795084953	6.943052114
C12orf50	3.285105784	3.530925381
C12orf57	9.115723845	9.539398309
C12orf60	6.037391046	4.980883331
C14orf1	8.258137968	8.148513746
C14orf105	4.103538119	5.108210779
C14orf132	4.259909849	4.233176869
C14orf166	11.24120214	11.58873529
C14orf2	9.063628929	9.563300839
C14orf80	7.166474385	7.009987061
C14orf93	5.388304394	6.360964089
C15orf27	4.41050997	4.876579535
C15orf39	4.474709872	4.68990357
C15orf48	4.653643729	4.636460036
C16orf45	5.15525081	5.79735686
C16orf46	5.417403774	5.484555122
C16orf52	5.998212477	5.802646276
C16orf54	3.036668595	3.602654268
C16orf58	6.858880069	7.681007448
C17orf53	6.018995838	6.137014772
C17orf59	6.087175028	6.456967958
C17orf62	8.391946546	8.790892012
C17orf80	5.5261482	5.291599575
C18orf21	7.828632707	8.177078925
C18orf54	6.348057532	6.313450972
C18orf8	7.444664441	7.729903969
C19orf12	7.331757757	6.678403145
C19orf18	4.551780861	4.481972079
C19orf24	8.054727224	8.230227027
C19orf26	4.978942577	4.976038144
C19orf33	7.276069656	11.43261647
C1D	9.83736828	9.092836986
C1GALT1	8.290782794	8.314287744
C1GALT1C1	4.016511567	4.31226215
C1orf101	3.136811188	3.44358051
C1orf105	5.46158083	4.583714775
C1orf106	10.02266234	9.006708809
C1orf109	7.601219725	7.966975486
C1orf115	9.12303909	5.059607078
C1orf116	7.184461206	8.136202039
C1orf122	9.061532593	10.1039308
C1orf123	7.931568817	8.407428424
C1orf127	6.00923465	6.111046481
C1orf131	9.423139883	9.610224448
C1orf159	6.069580832	6.196569608
C1orf162	4.584000624	4.607497763
C1orf174	6.841256406	6.659711522
C1orf177	4.305272801	4.25969439
C1orf198	9.336781372	8.725207258
C1orf21	4.907338568	5.928470602
C1orf35	7.976414073	8.136092506
C1orf43	8.611210893	7.048100775
C1orf50	7.021407944	7.304564165
C1orf52	4.81829444	5.146581979
C1orf54	4.959138459	5.359728436
C1orf56	5.332803453	6.195895768
C1orf61	6.694427757	5.843788478
C1orf74	6.750133202	7.436972256
C1orf86	7.732444733	8.061200669
C1QBP	10.82907627	11.24996071
C1QL1	5.833673663	6.039020553
C1QTNF1	6.23629354	6.679842659
C1QTNF2	4.398949889	4.531308203
C1QTNF3	5.142821388	6.395835145
C1QTNF4	4.656353291	4.794912017
C1QTNF6	4.893720424	5.385475385
C1R	5.640964789	5.050420058
C1RL	6.666611189	6.327912696
C1S	5.095765798	4.672178052
C2	5.731160578	5.981522969
C20orf144	3.783451872	3.970602585
C20orf195	5.29606729	5.103093665
C20orf24	11.75325818	12.17851673
C20orf27	7.650764971	7.847320468
C20orf96	4.98221258	5.117101306
C21orf2	5.39489737	5.531081982
C21orf58	4.58203586	4.756813368
C21orf59	3.579896881	3.876845128
C21orf91	7.164248533	7.631012115
C22orf15	5.454024751	5.820393423
C22orf23	4.842351314	4.87891453
C2orf15	5.335977571	4.622862489
C3	8.741472361	5.933408152
C3orf14	4.191641865	4.021878704
C3orf18	6.161326497	6.301654108
C3orf35	3.697069688	3.884969863
C3orf38	6.087581536	5.91993579
C3orf52	8.988264105	6.572325412
C3orf58	8.948790922	7.636317957
C3orf62	5.410647068	4.785619787
C4BPA	7.519617469	5.629922351
C4BPB	9.281725783	6.088288264
C5	4.970042823	5.947592172
C5AR1	3.565955393	3.964103388
C5orf15	10.14788894	9.652000579
C6	4.66898524	4.476839959
C6orf106	6.008816467	6.177601045
C6orf136	6.699726051	7.539961474
C6orf141	3.804565207	4.474563729
C6orf15	5.999522421	8.269202916
C6orf165	5.478781424	5.40338651
C6orf203	6.735994475	8.10985653
C6orf25	4.834553675	4.796561027
C6orf47	6.99300148	7.835869013
C6orf48	10.93382408	9.953258464
C6orf62	7.784364136	9.583245081
C6orf89	6.641577495	7.144776241
C7	4.017129471	4.097831789
C7orf13	7.263094071	6.398519889
C7orf26	7.684504162	7.621531797
C7orf31	5.693378431	5.757763619
C8G	4.487774791	4.471926665
C8orf31	5.466225412	3.795734791
C8orf37	5.413818278	5.531804632
C8orf4	3.131116314	3.231361711
C8orf44	4.544678724	4.817552293
C8orf46	3.887379242	3.47684748
C8orf76	7.633620587	8.241526489
C9	3.205732848	3.324333791
C9orf114	7.287824053	7.314234024
C9orf116	5.775362202	5.918374891
C9orf142	7.110553467	7.813695017
C9orf156	6.813834536	7.558199851
C9orf16	6.969294638	8.941120671
C9orf24	4.692405864	4.920317942
C9orf40	6.274358556	8.043489138
C9orf41	5.989308148	7.367991831
C9orf43	4.213697661	4.392505274
C9orf64	7.723085336	8.494526696
C9orf66	4.851365218	3.709253061
C9orf72	4.785311502	4.800681204
C9orf78	7.843915917	8.620666333
C9orf84	3.633051514	3.509145903
C9orf85	6.721082042	8.376465742
C9orf89	7.222901587	8.550456589
C9orf9	4.65692127	6.590436168
C9orf91	6.926564427	6.680257183
CA1	5.749672136	5.707399425
CA11	6.098137839	5.127594767
CA12	4.422087465	4.702177467
CA13	8.83188232	6.787818826
CA14	5.137827443	5.060734818
CA2	4.687003842	3.911486088
CA3	3.222247617	3.213103285
CA4	4.090104527	4.034529218
CA5B	5.054608906	5.096410366
CA7	5.827068554	5.868072077
CA8	4.312572796	6.486360841
CA9	5.36383525	6.111262283
CAB39	6.006012372	6.067843246
CAB39L	7.222788689	7.029668699
CABIN1	7.461198248	7.427832817
CABP1	4.527687152	4.545954907
CABP4	4.41541267	4.703501037
CABP7	4.001578152	4.500739971
CABYR	4.916919887	4.500276558
CACHD1	7.845591213	4.152023773
CACNA1A	7.495393214	7.992680029
CACNA1C	3.613750708	3.672491277
CACNA1D	4.906313524	4.546321732
CACNA1G	4.787387108	4.760056989
CACNA1H	5.915358904	5.801709624
CACNA1S	5.717415377	5.526102341
CACNA2D1	4.541261527	4.485576902
CACNA2D2	5.703011743	5.909485246
CACNB1	4.919511169	5.040497008
CACNB2	3.824944946	3.865353777
CACNB3	7.042757283	6.900578902
CACNB4	4.077713468	4.069703926
CACNG4	6.078453669	5.924793055
CACNG6	6.950640741	6.965479158
CACYBP	10.2314686	10.12619646
CAD	8.464675188	7.978520298
CADPS	3.819615221	4.169462791
CALB1	3.358613805	8.012889515
CALB2	5.279601327	7.545688037
CALCA	4.02836695	4.339226969
CALCB	3.976045241	4.025605646
CALCOCO1	6.326197981	7.050041946
CALCOCO2	10.34190823	9.215526195
CALCR	4.452683818	4.549334147
CALCRL	4.284586304	3.948948377
CALD1	10.64055636	3.052636236
CALM1	9.48623839	8.80544633
CALM2	13.224728	12.95565288
CALM3	8.631998075	9.403036052
CALML3	4.597006855	9.914133359
CALML4	6.922541056	7.41275421
CALML5	4.548864455	5.26057286
CALR	6.594887045	7.162453278
CALR3	4.003403128	4.037782544
CALU	7.957318514	7.576346792
CAMK1	6.441625578	5.304154288
CAMK1D	6.547613769	5.011632358
CAMK2A	5.500776925	5.456735269
CAMK2B	3.568213465	3.836140806
CAMK2D	9.388031843	10.12833552
CAMK2G	8.565035891	7.749367339
CAMK2N1	7.369644925	8.960633226
CAMK2N2	6.034161354	5.88655658
CAMK4	3.3229152	3.233548472
CAMKK1	6.746336445	6.65314442
CAMKK2	8.756228961	8.587417036
CAMLG	9.081258107	9.210634031
CAMSAP1	7.398807676	7.274703147
CAMTA2	6.979134865	7.839953476
CAND1	9.198869335	8.66578383
CANT1	9.359434603	10.80165122
CANX	10.83155557	10.17943237
CAP1	11.17177221	11.21328106
CAP2	7.498780023	6.776879951
CAPG	6.017753962	8.645046884
CAPN1	8.310877317	8.892234848
CAPN10	4.66697585	5.683204009
CAPN2	11.24319807	11.09596414
CAPN3	4.867850471	5.734974059
CAPN5	6.381714751	8.084284038
CAPN6	3.671428233	5.211394347
CAPN7	6.667759309	5.633260035
CAPN9	3.681229502	5.990434601
CAPNS1	9.795910422	10.38785082
CAPS	4.729366807	5.800313558
CAPS2	3.061425096	4.383226166
CAPZA1	10.51907592	10.90488143
CAPZA2	9.927647801	9.295442479
CAPZB	9.473236406	9.455034739
CARD10	8.742568472	9.983546195
CARD11	6.768849558	7.654373759
CARD14	4.590684012	5.397785635
CARD6	4.706597798	7.063699021
CARD8	5.372212578	7.317135562
CARD9	4.60516014	4.485400205
CARF	3.491730761	4.433091911
CARHSP1	7.65190637	8.138932866
CARM1	8.869924822	8.996060631
CARS	7.111759152	7.15131699
CASC3	9.391247965	9.616252249
CASC4	8.847969639	10.0259942
CASC5	5.086490036	4.57961614
CASK	7.986185053	8.472737672
CASKIN2	7.016118597	7.274488061
CASP1	4.585602591	5.844861066
CASP10	5.753348946	5.876821183
CASP2	7.307683726	7.703302448
CASP3	8.275611601	8.632490047
CASP4	7.76282323	8.163104959
CASP5	4.9755115	4.31700544
CASP6	8.608154843	9.045916458
CASP7	8.480916134	8.281968076
CASP8	8.18957772	8.863728562
CASP8AP2	8.012683861	7.766619352
CASP9	7.526513043	7.911398882
CASQ1	3.729568222	3.831578297
CAST	10.94817842	9.816123351
CASZ1	5.346522505	7.221041901
CAT	9.8381963	10.18470932
CATSPER1	5.256392966	6.409238638
CATSPER2	4.002156398	4.73430978
CATSPER3	4.522813197	5.087552151
CAV1	7.213978796	8.664204164
CAV2	9.430853863	9.108047425
CBFA2T2	7.412184228	7.635662971
CBFA2T3	5.079617383	4.71176209
CBFB	10.47387091	10.6928613
CBL	5.556490504	4.974771313
CBLB	7.135302732	6.669201949
CBLC	7.656134923	6.770500725
CBLL1	6.909272859	6.535062765
CBLN1	3.958279995	4.126833253
CBR1	7.311447033	8.727981205
CBR3	5.631741511	6.395929834
CBR4	7.184243356	8.748570688
CBS	7.653277238	5.55004581
CBWD1	10.12333091	10.73066263
CBX1	11.05161966	10.5328582
CBX2	8.172588292	8.163428045
CBX3	7.287654452	7.13343907
CBX4	10.35437273	10.72153255
CBX5	7.608412887	8.913054641
CBX6	9.216698565	9.151292506
CBX7	5.939846158	7.347835985
CBX8	4.876798769	4.729903315
CCAR1	5.493282978	4.793437037
CCBL1	6.681330596	7.332032633
CCDC12	8.841440758	9.435291601
CCDC13	5.956539013	5.531590383
CCDC14	8.804507541	9.210531996
CCDC17	5.037843916	4.998762358
CCDC22	7.188423727	7.495650051
CCDC23	7.741522695	8.342470755
CCDC24	6.617579098	6.797720023
CCDC25	7.327677426	7.263105391
CCDC28A	7.778238883	8.978276199
CCDC28B	5.886301593	6.070034952
CCDC3	7.603014863	6.236385181
CCDC34	9.066760648	9.544031333
CCDC38	3.791893148	4.339906204
CCDC47	9.470220729	9.308198354
CCDC51	9.119598879	8.355271769
CCDC57	6.324088239	7.243678745
CCDC59	9.191440623	9.276763716
CCDC6	7.581361457	6.695093453
CCDC62	4.356544992	4.321514887
CCDC64	7.493730646	8.043420883
CCDC65	3.75558211	3.47913349
CCDC68	6.648048449	5.352798116
CCDC69	5.072541615	3.714207692
CCDC7	4.883724118	4.552162049
CCDC71	5.804922031	6.069200735
CCDC74B	5.354421087	5.488862674
CCDC77	7.409312012	6.287679071
CCDC9	6.672283046	6.560930164
CCHCR1	5.666237795	6.210804406
CCK	4.453980397	7.007762477
CCL2	4.121404766	4.169748731
CCL20	8.29814022	6.353505378
CCL22	5.522744584	5.491425674
CCL25	4.086558371	4.029286714
CCL26	4.366315396	4.230158462
CCL27	4.322189233	4.491856947
CCL28	5.966954278	5.535895932
CCL5	3.889678016	3.76467733
CCNA1	3.849712564	3.919537831
CCNA2	9.33449128	8.371034791
CCNB1	9.272267345	9.017877705
CCNB1IP1	10.03540229	9.234033178
CCNB2	10.05272792	10.01849195
CCNB3	4.824369176	4.757540658
CCNC	4.174141912	3.761218062
CCND1	9.020310564	8.073127382
CCND2	11.8542126	4.702830244
CCND3	8.212914917	10.6939166
CCNDBP1	7.889242808	8.545998385
CCNE1	8.388935479	7.85635384
CCNE2	5.522409474	5.278617335
CCNF	5.720496817	5.274302008
CCNG1	11.34994874	9.921037824
CCNG2	6.362150771	6.009495852
CCNH	9.389219493	9.54301053
CCNI	5.277381355	6.424214243
CCNJ	8.43631396	6.468874877
CCNL1	4.850986149	4.098562576
CCNT1	7.367894387	6.914894719
CCNT2	7.771538176	7.146535859
CCPG1	5.027120432	5.647202739
CCR1	6.529069627	5.877635913
CCR4	4.918506848	4.773526825
CCR6	3.734392692	5.658283384
CCR7	3.926962068	3.97681029
CCR9	3.624362028	3.726262367
CCRL2	4.940735212	4.816758547
CCRN4L	5.565677461	4.782513226
CCS	8.158776515	7.991202723
CCT2	10.2986892	9.296285262
CCT3	11.66983169	11.46021649
CCT4	12.17627558	10.88952712
CCT5	7.35699064	7.313553558
CCT6A	9.891613489	10.20619558
CCT6B	5.056677126	5.563357522
CCT7	11.78227748	10.89748082
CCT8	12.03697347	11.61378061
CD109	4.261892913	9.780536934
CD14	6.840893586	4.921033909
CD151	9.705052866	8.412063711
CD160	4.094402215	4.073931429
CD163	4.358432344	4.131682575
CD164	6.794627054	7.189014539
CD19	5.041712679	5.116280744
CD1D	3.434360145	3.383122227
CD200	3.43272776	3.580572336
CD200R1	4.26745588	4.680039941
CD22	4.659503128	5.002767892
CD226	3.301368038	3.516980677
CD24	8.400797307	10.40165029
CD274	4.244695426	6.130621339
CD276	8.323289573	7.90280392
CD2AP	10.12391509	9.571193266
CD2BP2	7.98208058	8.673688708
CD300C	5.333272834	5.320940083
CD320	8.470757039	8.570056418
CD33	4.708785858	4.881028733
CD36	3.81172785	3.481905464
CD37	4.182747526	4.251196886
CD38	5.317751294	5.060303727
CD3EAP	8.16300746	8.029772719
CD4	5.555382516	5.445894173
CD40	4.502397564	4.415701292
CD44	5.160395073	4.541650957
CD46	10.62070682	11.49456229
CD47	4.929587621	7.634852147
CD5	5.403056791	6.609127232
CD52	4.932420515	4.900879652
CD55	10.16703877	4.09512042
CD58	7.037380547	8.846469818
CD59	9.702406043	9.148671185
CD6	4.637968102	4.761795457
CD63	12.00553051	11.93375254
CD68	5.323261697	6.258296289
CD7	5.053603641	4.855896877
CD72	4.26721204	4.411882204
CD74	8.007707377	5.318227848
CD79A	5.247967343	5.21025761
CD81	11.49497392	10.38735382
CD83	5.355301639	5.592229147
CD8A	4.75790087	4.595945407
CD9	10.58034662	12.64726088
CD96	3.236732168	3.190447603
CD99L2	5.601895644	6.042460306
CDA	5.392577442	8.085416459
CDADC1	7.00366941	7.316821922
CDC14A	4.362552881	3.946358844
CDC14B	5.925085875	5.507790674
CDC16	9.233404289	8.004943856
CDC20	10.01450943	9.959151548
CDC23	7.36028839	7.497104168
CDC25A	6.919172305	6.109795143
CDC25B	8.994640301	10.27991595
CDC25C	6.229474496	4.947295183
CDC27	6.788423647	6.546990358
CDC34	8.615364267	8.107428249
CDC37	9.266669263	9.258893815
CDC37L1	6.627896984	6.861596863
CDC40	5.928271492	5.613225622
CDC42	9.061753361	9.330041884
CDC42BPA	8.39222784	9.780499438
CDC42BPB	6.801637728	6.969292533
CDC42EP1	6.86504358	6.618895312
CDC42EP2	7.10923284	6.108623498
CDC42EP3	10.12399932	7.901646767
CDC42EP4	7.364335631	8.979591672
CDC42SE1	7.225131501	8.506942083
CDC5L	7.349711919	6.156038177
CDC6	8.533817302	8.67670162
CDC7	8.17112335	8.315330452
CDC73	7.105659227	7.380239654
CDCA2	7.366261787	6.553025626
CDCA3	9.334942721	8.304278962
CDCA4	8.262291487	7.945323588
CDCA5	9.310358364	9.230000591
CDCA7	5.971800778	5.595619665
CDCA7L	8.48064114	10.24764961
CDCA8	8.233629717	8.58393196
CDCP1	7.718716845	8.987980082
CDH1	12.24012278	11.52480951
CDH11	3.411103388	3.301298285
CDH12	3.300156085	3.265870383
CDH13	3.551833598	6.185444808
CDH15	5.885123868	6.007131107
CDH16	5.319376442	5.356026958
CDH17	9.025475707	4.855157258
CDH2	5.087331948	5.1898621
CDH24	5.167409497	5.728253904
CDH26	4.249697051	3.663490078
CDH3	8.946751857	5.909120873
CDH4	4.204408567	4.204450647
CDH5	3.788625321	4.04941929
